sys_id,type,subtype,activity,sys_beg,sys_end,protein_in_syst,genes_count,name_of_profiles_in_sys,Geneid
ordered_protein_RM_Type_IIG_10,RM,RM_Type_IIG,Defense,WP_002739730.1,WP_002739730.1,WP_002739730.1,1,RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed,ACLB6K_RS02865
ordered_protein_CAS_Class1-Subtype-III-B_20,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230865.1,WP_123230869.1,WP_123230865.1,5,"cas10_III-B_12,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_12,cmr6gr7_III-B_1",ACLB6K_RS04340
ordered_protein_CAS_Class1-Subtype-III-B_20,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230865.1,WP_123230869.1,WP_123230866.1,5,"cas10_III-B_12,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_12,cmr6gr7_III-B_1",ACLB6K_RS04345
ordered_protein_CAS_Class1-Subtype-III-B_20,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230865.1,WP_123230869.1,WP_123230867.1,5,"cas10_III-B_12,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_12,cmr6gr7_III-B_1",ACLB6K_RS04350
ordered_protein_CAS_Class1-Subtype-III-B_20,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230865.1,WP_123230869.1,WP_123230868.1,5,"cas10_III-B_12,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_12,cmr6gr7_III-B_1",ACLB6K_RS04355
ordered_protein_CAS_Class1-Subtype-III-B_20,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230865.1,WP_123230869.1,WP_123230869.1,5,"cas10_III-B_12,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_12,cmr6gr7_III-B_1",ACLB6K_RS04360
ordered_protein_RM_Type_IIG_2_16,RM,RM_Type_IIG_2,Defense,WP_123231127.1,WP_123231127.1,WP_123231127.1,1,RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed,ACLB6K_RS05960
ordered_protein_HEC-01_1,HEC-01,HEC-01,Defense,WP_080601585.1,WP_002793519.1,WP_080601585.1,2,"HEC-01__HEC-01A,HEC-01__HEC-01B",ACLB6K_RS06645
ordered_protein_HEC-01_1,HEC-01,HEC-01,Defense,WP_080601585.1,WP_002793519.1,WP_002793519.1,2,"HEC-01__HEC-01A,HEC-01__HEC-01B",ACLB6K_RS06650
ordered_protein_RM_Type_IIG_12,RM,RM_Type_IIG,Defense,WP_123230100.1,WP_123230100.1,WP_123230100.1,1,RM_Type_IIG__Type_IIG_FAM_2.einsi_trimmed,ACLB6K_RS06665
ordered_protein_RM_Type_I_7,RM,RM_Type_I,Defense,WP_123230083.1,WP_123230078.1,WP_123230083.1,3,"RM__Type_I_MTases_FAM_2,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_04",ACLB6K_RS06940
ordered_protein_RM_Type_I_7,RM,RM_Type_I,Defense,WP_123230083.1,WP_123230078.1,WP_123230080.1,3,"RM__Type_I_MTases_FAM_2,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_04",ACLB6K_RS06960
ordered_protein_RM_Type_I_7,RM,RM_Type_I,Defense,WP_123230083.1,WP_123230078.1,WP_123230078.1,3,"RM__Type_I_MTases_FAM_2,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_04",ACLB6K_RS06985
ordered_protein_CAS_Class1-Subtype-III-B_21,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230761.1,WP_123230764.1,WP_123230761.1,6,"WYL_I_II_III_IV_V_VI_4,cas10_III_1,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_5,cmr6gr7_III-B_2",ACLB6K_RS11340
ordered_protein_CAS_Class1-Subtype-III-B_21,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230761.1,WP_123230764.1,WP_123230762.1,6,"WYL_I_II_III_IV_V_VI_4,cas10_III_1,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_5,cmr6gr7_III-B_2",ACLB6K_RS11345
ordered_protein_CAS_Class1-Subtype-III-B_21,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230761.1,WP_123230764.1,WP_123230763.1,6,"WYL_I_II_III_IV_V_VI_4,cas10_III_1,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_5,cmr6gr7_III-B_2",ACLB6K_RS11350
ordered_protein_CAS_Class1-Subtype-III-B_21,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230761.1,WP_123230764.1,WP_002737749.1,6,"WYL_I_II_III_IV_V_VI_4,cas10_III_1,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_5,cmr6gr7_III-B_2",ACLB6K_RS11355
ordered_protein_CAS_Class1-Subtype-III-B_21,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230761.1,WP_123230764.1,WP_002735800.1,6,"WYL_I_II_III_IV_V_VI_4,cas10_III_1,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_5,cmr6gr7_III-B_2",ACLB6K_RS11365
ordered_protein_CAS_Class1-Subtype-III-B_21,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230761.1,WP_123230764.1,WP_123230764.1,6,"WYL_I_II_III_IV_V_VI_4,cas10_III_1,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_5,cmr6gr7_III-B_2",ACLB6K_RS11370
ordered_protein_CAS_Class1-Subtype-III-B_22,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230334.1,WP_420064413.1,WP_123230334.1,6,"cas10_III-B_12,casR_III-B_9,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_12,cmr6gr7_III-B_1",ACLB6K_RS11940
ordered_protein_CAS_Class1-Subtype-III-B_22,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230334.1,WP_420064413.1,WP_002752858.1,6,"cas10_III-B_12,casR_III-B_9,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_12,cmr6gr7_III-B_1",ACLB6K_RS11945
ordered_protein_CAS_Class1-Subtype-III-B_22,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230334.1,WP_420064413.1,WP_069474141.1,6,"cas10_III-B_12,casR_III-B_9,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_12,cmr6gr7_III-B_1",ACLB6K_RS11950
ordered_protein_CAS_Class1-Subtype-III-B_22,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230334.1,WP_420064413.1,WP_123230332.1,6,"cas10_III-B_12,casR_III-B_9,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_12,cmr6gr7_III-B_1",ACLB6K_RS11960
ordered_protein_CAS_Class1-Subtype-III-B_22,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230334.1,WP_420064413.1,WP_002736312.1,6,"cas10_III-B_12,casR_III-B_9,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_12,cmr6gr7_III-B_1",ACLB6K_RS11965
ordered_protein_CAS_Class1-Subtype-III-B_22,Cas,CAS_Class1-Subtype-III-B,Defense,WP_123230334.1,WP_420064413.1,WP_420064413.1,6,"cas10_III-B_12,casR_III-B_9,cmr3gr5_III-B_III-C_5,cmr4gr7_III-B_III-C_1,cmr5gr11_III-B_12,cmr6gr7_III-B_1",ACLB6K_RS11970
